Echoes II,+$153,/product/art/MIN-0NL-DNA/echoes-ii?color=A&art_group=art_print&greeting=,N/A,images/Echoes_II.jpg,"Rich Black Wood Frame, White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Rolling Waves I,+$153,/product/art/MIN-L7U-DNA/rolling-waves-i?color=A&art_group=art_print&greeting=,N/A,images/Rolling_Waves_I.jpg,"Rich Black Wood Frame, White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Rolling Waves II,+$153,/product/art/MIN-5QA-DNA/rolling-waves-ii?color=A&art_group=art_print&greeting=,N/A,images/Rolling_Waves_II.jpg,"Rich Black Wood Frame, White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Woven Colors I,+$151,/product/art/MIN-Z9A-DNA/woven-colors-i?color=A&art_group=canvas&greeting=,N/A,images/Woven_Colors_I.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
woven colors II,+$151,/product/art/MIN-9JS-DNA/woven-colors-ii?color=A&art_group=canvas&greeting=,N/A,images/woven_colors_II.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Language,+$105,/product/art/MIN-W8Y-DNA/language?color=A&art_group=art_print&greeting=,N/A,images/Language.jpg,"Rich Black Wood Frame, White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Cluster,+$105,/product/art/MIN-66M-DNA/cluster?color=A&art_group=art_print&greeting=,N/A,images/Cluster.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Squiggles,+$151,/product/art/MIN-I89-GNA/squiggles?color=A&art_group=canvas&greeting=,N/A,images/Squiggles.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Ladies of Leisure,+$105,/product/art/MIN-N4I-DNA/ladies-of-leisure?color=A&art_group=art_print&greeting=,N/A,images/Ladies_of_Leisure.jpg,"Rich Black Wood Frame, White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Fade Into You,+$105,/product/art/MIN-T35-DNA/fade-into-you?color=A&art_group=art_print&greeting=,N/A,images/Fade_Into_You.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Intermingle,+$176,/product/art/MIN-HEE-GNA/intermingle?color=A&art_group=canvas&greeting=,N/A,images/Intermingle.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Domino Effect,+$151,/product/art/MIN-WQ8-GNA/domino-effect?color=A&art_group=canvas&greeting=,N/A,images/Domino_Effect.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Lovely,+$151,/product/art/MIN-L0K-DNA/lovely?color=A&art_group=canvas&greeting=,N/A,images/Lovely.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Find Your Way,+$151,/product/art/MIN-IXZ-DNA/find-your-way?color=A&art_group=canvas&greeting=,N/A,images/Find_Your_Way.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Iconic French Riviera,+$105,/product/art/MIN-FFV-DNA/iconic-french-riviera?color=A&art_group=art_print&greeting=,N/A,images/Iconic_French_Riviera.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Joshua Tree I,+$105,/product/art/MIN-T2V-DNA/joshua-tree-i?color=A&art_group=art_print&greeting=,N/A,images/Joshua_Tree_I.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Joshua Tree II,+$105,/product/art/MIN-GZ6-DNA/joshua-tree-ii?color=A&art_group=art_print&greeting=,N/A,images/Joshua_Tree_II.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Poema III (edition of 5),,/product/rare-limited-edition-fine-art-prints/MIN-005-ULE/poema-iii-edition-of-5?color=A&greeting=,N/A,images/Poema_III_(edition_of_5).jpg,
Foraged I,+$105,/product/art/MIN-55C-DNA/foraged-i?color=A&art_group=art_print&greeting=,N/A,images/Foraged_I.jpg,"Rich Black Wood Frame, White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Foraged II,+$105,/product/art/MIN-ZRI-DNA/foraged-ii?color=A&art_group=art_print&greeting=,N/A,images/Foraged_II.jpg,"Rich Black Wood Frame, White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Foraged III,+$105,/product/art/MIN-15O-DNA/foraged-iii?color=A&art_group=art_print&greeting=,N/A,images/Foraged_III.jpg,"Rich Black Wood Frame, White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Branches to the Sky,+$105,/product/art/MIN-UE2-DNA/branches-to-the-sky?color=A&art_group=art_print&greeting=,N/A,images/Branches_to_the_Sky.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Count Your Blessings Before They Hatch,+$105,/product/art/MIN-8UC-DNA/count-your-blessings-before-they-hatch?color=A&art_group=art_print&greeting=,N/A,images/Count_Your_Blessings_Before_They_Hatch.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
at the laundromat,+$153,/product/art/MIN-U35-GOA/at-the-laundromat?color=A&art_group=art_print&greeting=,N/A,images/at_the_laundromat.jpg,"Rich Black Wood Frame, White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Strata I,+$137,/product/art/MIN-0T9-DNA/strata-i?color=A&art_group=art_print&greeting=,N/A,images/Strata_I.jpg,"Rich Black Wood Frame, White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Matte Black, Gilded Wood Frame, Gunmetal Frame"
Strata II,+$137,/product/art/MIN-JND-DNA/strata-ii?color=A&art_group=art_print&greeting=,N/A,images/Strata_II.jpg,"Rich Black Wood Frame, White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Matte Black, Gilded Wood Frame, Gunmetal Frame"
Magheramore beach,+$151,/product/art/MIN-E5J-DNA/magheramore-beach?color=A&art_group=canvas&greeting=,N/A,images/Magheramore_beach.jpg,"White Wood Canvas Frame, Black Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Coast Office I,+$151,/product/art/MIN-XWH-DNA/coast-office-i?color=A&art_group=canvas&greeting=,N/A,images/Coast_Office_I.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Coast Office II,+$151,/product/art/MIN-1D6-DNA/coast-office-ii?color=A&art_group=canvas&greeting=,N/A,images/Coast_Office_II.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
House on the Hill,+$105,/product/art/MIN-R8L-DNA/house-on-the-hill?color=A&art_group=art_print&greeting=,N/A,images/House_on_the_Hill.jpg,"Rich Black Wood Frame, White Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Much Bigger Than Us,+$105,/product/art/MIN-HYT-DNA/much-bigger-than-us?color=A&art_group=art_print&greeting=,N/A,images/Much_Bigger_Than_Us.jpg,"Rich Black Wood Frame, White Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Striped houses,+$137,/product/art/MIN-ZEK-DNA/striped-houses?color=A&art_group=art_print&greeting=,N/A,images/Striped_houses.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Matte Black, Gilded Wood Frame, Gunmetal Frame"
Hydrangeas at Dusk,+$151,/product/art/MIN-SYG-DNA/hydrangeas-at-dusk?color=A&art_group=canvas&greeting=,N/A,images/Hydrangeas_at_Dusk.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Tranquil Waters I,+$151,/product/art/MIN-LOH-DNA/tranquil-waters-i?color=A&art_group=canvas&greeting=,N/A,images/Tranquil_Waters_I.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Tranquil Waters II,+$151,/product/art/MIN-4N0-DNA/tranquil-waters-ii?color=A&art_group=canvas&greeting=,N/A,images/Tranquil_Waters_II.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Tranquil Waters III,+$151,/product/art/MIN-RT5-DNA/tranquil-waters-iii?color=A&art_group=canvas&greeting=,N/A,images/Tranquil_Waters_III.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Clementine,+$151,/product/art/MIN-YSK-DNA/clementine?color=A&art_group=canvas&greeting=,N/A,images/Clementine.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Hues,+$105,/product/art/MIN-BLQ-GNA/hues?color=A&art_group=art_print&greeting=,N/A,images/Hues.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame"
Boat Dock,+$151,/product/art/MIN-FIF-DNA/boat-dock?color=A&art_group=canvas&greeting=,N/A,images/Boat_Dock.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Pia,,/product/textile-art/MIN-009-TXA/pia?color=A&greeting=,N/A,images/Pia.jpg,
Orange Branch,+$137,/product/art/MIN-YXQ-DNA/orange-branch?color=A&art_group=art_print&greeting=,N/A,images/Orange_Branch.jpg,"Rich Black Wood Frame, White Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Matte Black, Gilded Wood Frame, Gunmetal Frame"
Bay Laurel II,+$151,/product/art/MIN-CYQ-DNA/bay-laurel-ii?color=A&art_group=canvas&greeting=,N/A,images/Bay_Laurel_II.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Bay Laurel,+$151,/product/art/MIN-INO-DNA/bay-laurel?color=A&art_group=canvas&greeting=,N/A,images/Bay_Laurel.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
waves,+$151,/product/art/MIN-ECX-GNA/waves?color=A&art_group=canvas&greeting=,N/A,images/waves.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Mint Morning,+$105,/product/art/MIN-RHT-DNA/mint-morning?color=A&art_group=art_print&greeting=,N/A,images/Mint_Morning.jpg,"Rich Black Wood Frame, White Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
harvest,+$176,/product/art/MIN-ZDT-DNA/harvest?color=A&art_group=canvas&greeting=,N/A,images/harvest.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
The Calm That Follows,+$105,/product/art/MIN-G8H-DNA/the-calm-that-follows?color=A&art_group=art_print&greeting=,N/A,images/The_Calm_That_Follows.jpg,"Rich Black Wood Frame, White Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Moody Beauty I,+$151,/product/art/MIN-USH-GOA/moody-beauty-i?color=A&art_group=canvas&greeting=,N/A,images/Moody_Beauty_I.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Moody Beauty II,+$151,/product/art/MIN-UTV-GOA/moody-beauty-ii?color=A&art_group=canvas&greeting=,N/A,images/Moody_Beauty_II.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Birds,,/product/textile-art/MIN-004-TXA/birds?color=A&greeting=,N/A,images/Birds.jpg,
Paradise Lost I,+$176,/product/art/MIN-LO8-DNA/paradise-lost-i?color=A&art_group=canvas&greeting=,N/A,images/Paradise_Lost_I.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Paradise Lost II,+$176,/product/art/MIN-4MR-DNA/paradise-lost-ii?color=A&art_group=canvas&greeting=,N/A,images/Paradise_Lost_II.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Orange Tree,+$151,/product/art/MIN-QGF-GOA/orange-tree?color=A&art_group=canvas&greeting=,N/A,images/Orange_Tree.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Obscure Sonder,+$105,/product/art/MIN-Y7J-DNA/obscure-sonder?color=A&art_group=art_print&greeting=,N/A,images/Obscure_Sonder.jpg,"White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Living Skies,+$151,/product/art/MIN-PW1-DNA/living-skies?color=A&art_group=canvas&greeting=,N/A,images/Living_Skies.jpg,"White Wood Canvas Frame, Black Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Submerged,+$105,/product/art/MIN-5ZY-DNA/submerged?color=A&art_group=art_print&greeting=,N/A,images/Submerged.jpg,"White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Shades of Indigo,+$105,/product/art/MIN-X3X-DNA/shades-of-indigo?color=A&art_group=art_print&greeting=,N/A,images/Shades_of_Indigo.jpg,"Rich Black Wood Frame, White Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Goldie,+$105,/product/art/MIN-W98-DNA/goldie?color=A&art_group=art_print&greeting=,N/A,images/Goldie.jpg,"Rich Black Wood Frame, White Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
It's A Blue Day,+$151,/product/art/MIN-TE1-DNA/its-a-blue-day?color=A&art_group=canvas&greeting=,N/A,images/It's_A_Blue_Day.jpg,"White Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Spring Seascape Diptych I,+$151,/product/art/MIN-UPT-GOA/spring-seascape-diptych-i?color=A&art_group=canvas&greeting=,N/A,images/Spring_Seascape_Diptych_I.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Spring Seascape Diptych II,+$151,/product/art/MIN-UNJ-GOA/spring-seascape-diptych-ii?color=A&art_group=canvas&greeting=,N/A,images/Spring_Seascape_Diptych_II.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Hillside Flora (edition of 5),,/product/rare-limited-edition-fine-art-prints/MIN-006-ULE/hillside-flora-edition-of-5?color=A&greeting=,N/A,images/Hillside_Flora_(edition_of_5).jpg,
Sunset Cove (edition of 5),,/product/rare-limited-edition-fine-art-prints/MIN-002-ULE/sunset-cove-edition-of-5?color=A&greeting=,N/A,images/Sunset_Cove_(edition_of_5).jpg,
Endless Summer (edition of 5),,/product/rare-limited-edition-fine-art-prints/MIN-003-ULE/endless-summer-edition-of-5?color=A&greeting=,N/A,images/Endless_Summer_(edition_of_5).jpg,
Le Nuage (edition of 5),,/product/rare-limited-edition-fine-art-prints/MIN-004-ULE/le-nuage-edition-of-5?color=A&greeting=,N/A,images/Le_Nuage_(edition_of_5).jpg,
Peach Poppy,+$151,/product/art/MIN-4MB-DNA/peach-poppy?color=A&art_group=canvas&greeting=,N/A,images/Peach_Poppy.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Pilvi I,+$105,/product/art/MIN-KKW-DNA/pilvi-i?color=A&art_group=art_print&greeting=,N/A,images/Pilvi_I.jpg,"Rich Black Wood Frame, White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Pilvi II,+$105,/product/art/MIN-HF0-DNA/pilvi-ii?color=A&art_group=art_print&greeting=,N/A,images/Pilvi_II.jpg,"Rich Black Wood Frame, White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Blue Heron with Blossoms,+$105,/product/art/MIN-6RD-DNA/blue-heron-with-blossoms?color=A&art_group=art_print&greeting=,N/A,images/Blue_Heron_with_Blossoms.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Stripe,+$105,/product/art/MIN-FGF-DNA/stripe?color=A&art_group=art_print&greeting=,N/A,images/Stripe.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Black Plant - Forest,,/product/textile-art/MIN-00S-TXA/black-plant-forest?color=A&greeting=,N/A,images/Black_Plant_-_Forest.jpg,
Venn,+$105,/product/art/MIN-GL3-DNA/venn?color=A&art_group=art_print&greeting=,N/A,images/Venn.jpg,"White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Reflection at Sunset,+$151,/product/art/MIN-9VK-DNA/reflection-at-sunset?color=A&art_group=canvas&greeting=,N/A,images/Reflection_at_Sunset.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Rene,+$105,/product/art/MIN-XYG-DNA/rene?color=A&art_group=art_print&greeting=,N/A,images/Rene.jpg,"White Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Stretch 1,+$105,/product/art/MIN-121-DNA/stretch-1?color=A&art_group=art_print&greeting=,N/A,images/Stretch_1.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Stretch 2,+$105,/product/art/MIN-AGO-DNA/stretch-2?color=A&art_group=art_print&greeting=,N/A,images/Stretch_2.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Stretch 3,+$105,/product/art/MIN-AGY-DNA/stretch-3?color=A&art_group=art_print&greeting=,N/A,images/Stretch_3.jpg,"Rich Black Wood Frame, Natural Raw Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Urban garden I,,/product/textile-art/MIN-00Q-TXA/urban-garden-i?color=A&greeting=,N/A,images/Urban_garden_I.jpg,
Urban garden II,,/product/textile-art/MIN-00U-TXA/urban-garden-ii?color=A&greeting=,N/A,images/Urban_garden_II.jpg,
Les Plantes I,+$105,/product/art/MIN-UO3-GOA/les-plantes-i?color=A&art_group=art_print&greeting=,N/A,images/Les_Plantes_I.jpg,"Rich Black Wood Frame, White Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
Fiona,+$151,/product/art/MIN-XRP-DNA/fiona?color=A&art_group=canvas&greeting=,N/A,images/Fiona.jpg,"Black Wood Canvas Frame, Natural Raw Wood Canvas Frame, Walnut Finish Canvas Frame, Brass Canvas Frame, Rose Gold Canvas Frame"
Les Plantes II,+$105,/product/art/MIN-UQD-GOA/les-plantes-ii?color=A&art_group=art_print&greeting=,N/A,images/Les_Plantes_II.jpg,"Rich Black Wood Frame, White Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
highland prairie II,+$105,/product/art/MIN-UG5-GOA/highland-prairie-ii?color=A&art_group=art_print&greeting=,N/A,images/highland_prairie_II.jpg,"Rich Black Wood Frame, White Wood Frame, Light Gray Wood Frame, Walnut Wood Frame, Whitewashed Herringbone, Brushed Silver, Champagne Silver, Matte Brass, Gilded Wood Frame, Gunmetal Frame"
